OverallQual,GarageCars,ExterQual,GrLivArea,FullBath,KitchenQual,YearBuilt,1stFlrSF,BsmtQual,Fireplaces,SalePrice
5,1,TA,1904,1,TA,1950,1136,TA,0,138000
6,1,TA,1608,2,Gd,1925,1160,TA,1,137450
6,1,TA,1158,1,TA,1929,950,TA,1,120000
6,2,TA,1593,2,TA,2004,864,TA,1,193000
7,2,Gd,1294,2,Gd,2006,1294,Gd,1,193879
8,3,Gd,1464,2,Gd,2007,1464,Gd,0,282922
3,3,TA,1214,1,TA,1915,694,TA,0,105000
8,2,Gd,1646,2,Gd,2004,1646,Ex,1,275000
5,2,TA,768,1,TA,1972,768,Gd,0,133000
5,0,TA,833,1,TA,1985,833,TA,0,112000
4,2,TA,1363,1,TA,1910,741,Fa,0,125500
7,2,TA,2093,2,TA,1986,1236,Gd,1,215000
7,2,Gd,1840,2,Gd,2001,944,Gd,0,230000
6,1,TA,1668,1,TA,1950,1112,TA,0,140000
4,2,TA,1040,2,TA,1949,1040,,0,90000
8,2,Gd,1844,2,Gd,2005,1844,Gd,1,257000
6,2,TA,1848,1,Gd,1923,1053,TA,1,207000
7,3,Gd,1569,2,Gd,2007,1569,Gd,1,175900
4,2,TA,2290,2,TA,1885,1246,TA,0,122500
8,3,Gd,2450,2,Gd,1998,1310,Gd,1,340000
5,1,TA,1144,1,TA,1963,1144,TA,0,124000
6,2,Gd,1844,2,Gd,1969,1844,TA,1,223000
6,2,TA,1416,2,TA,1968,708,TA,1,179900
6,2,TA,1069,2,TA,1977,1069,Gd,1,127500
6,2,Gd,848,1,Gd,2003,848,Gd,0,136500
6,2,Gd,2201,2,Gd,1966,1575,Gd,1,274970
5,1,TA,1344,1,TA,1958,1344,TA,1,144000
6,2,Gd,1252,1,Gd,1959,1252,TA,0,142000
7,2,Gd,2127,2,Gd,1994,1223,Gd,2,271000
5,1,TA,1558,1,TA,1945,1048,TA,1,140000
5,1,TA,804,1,Gd,1940,804,TA,2,119000
6,2,Gd,1440,2,Gd,1981,1440,Gd,1,182900
5,2,Gd,1838,2,TA,2005,734,Gd,1,192140
6,2,TA,958,2,TA,1976,958,Gd,0,143750
4,1,TA,968,2,TA,1927,968,TA,0,64500
6,2,TA,1792,2,TA,2000,962,Gd,1,186500
5,2,TA,1126,2,TA,1977,1126,TA,1,160000
6,2,Gd,1537,1,Gd,1962,1537,TA,1,174000
4,2,TA,864,1,TA,1971,864,TA,0,120500
8,3,Ex,1932,2,Ex,2008,1932,Ex,1,394617
6,2,TA,1236,1,TA,1957,1236,TA,0,149700
7,2,TA,1725,2,TA,1979,1040,TA,1,197000
6,2,TA,2555,2,TA,1922,1423,Ex,1,191000
6,2,Gd,848,1,Gd,2004,848,Gd,1,149300
10,3,Ex,2007,2,Ex,2008,1026,Ex,1,310000
6,1,TA,952,1,Fa,1916,952,TA,1,121000
7,2,Gd,1422,2,Gd,2004,1422,Gd,0,179600
6,1,TA,913,1,TA,1966,913,TA,0,129000
5,1,TA,1188,1,TA,1962,1188,TA,0,157900
8,2,Gd,2090,2,Gd,1995,1220,Gd,1,240000
4,1,TA,1346,1,TA,1910,796,Fa,0,112000
5,0,TA,630,1,Ex,1970,630,Gd,0,92000
5,0,TA,1792,2,TA,1974,896,Gd,0,136000
8,3,Gd,1578,2,Ex,2008,1578,Gd,1,287090
5,2,TA,1072,1,TA,2005,1072,Gd,0,145000
5,0,TA,1140,1,TA,2006,1140,Gd,0,84500
7,2,Gd,1221,2,Gd,2004,1221,Gd,0,185000
6,2,TA,1647,2,TA,1999,953,Gd,1,175000
6,2,TA,2073,2,TA,1978,2073,Gd,2,210000
7,1,Ex,2340,2,Gd,1941,1188,TA,2,266500
5,1,TA,1078,1,Gd,1950,1078,TA,0,142125
5,1,Gd,1256,1,TA,1965,1256,TA,0,147500
